<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.08.17	09:30:00	4398.20	4398.55	4396.11	4396.64	227	0	26
2026.08.17	09:31:00	4396.73	4397.04	4395.27	4396.73	189	0	26
2026.08.17	09:32:00	4396.76	4396.82	4394.83	4395.24	158	0	28
2026.08.17	09:33:00	4395.31	4395.91	4395.14	4395.34	130	0	27
2026.08.17	09:34:00	4395.37	4396.13	4394.92	4395.42	215	0	26
2026.08.17	09:35:00	4395.33	4395.74	4393.97	4394.34	209	0	26
2026.08.17	09:36:00	4394.33	4395.22	4393.63	4394.68	205	0	26
2026.08.17	09:37:00	4394.74	4395.53	4394.03	4394.55	173	0	28
2026.08.17	09:38:00	4394.56	4394.90	4393.52	4394.18	157	0	27
2026.08.17	09:39:00	4394.18	4395.40	4394.14	4394.94	157	0	26
2026.08.17	09:40:00	4394.97	4395.02	4394.00	4394.21	140	0	27
2026.08.17	09:41:00	4394.26	4394.47	4393.57	4393.72	154	0	27
2026.08.17	09:42:00	4393.80	4395.23	4393.80	4394.86	135	0	28
2026.08.17	09:43:00	4394.83	4394.99	4394.25	4394.99	153	0	28
2026.08.17	09:44:00	4395.00	4396.19	4393.54	4395.99	170	0	24
2026.08.17	09:45:00	4396.03	4398.17	4396.03	4397.68	270	0	26
2026.08.17	09:46:00	4397.55	4399.19	4397.03	4399.03	219	0	24
2026.08.17	09:47:00	4399.02	4399.86	4397.92	4398.89	217	0	28
2026.08.17	09:48:00	4398.88	4400.21	4398.22	4400.11	192	0	28
2026.08.17	09:49:00	4400.12	4400.79	4399.69	4400.26	172	0	27
2026.08.17	09:50:00	4400.24	4401.27	4400.24	4400.87	187	0	27
2026.08.17	09:51:00	4400.91	4401.83	4400.66	4401.78	245	0	26
2026.08.17	09:52:00	4401.81	4404.41	4401.65	4404.23	268	0	27
2026.08.17	09:53:00	4404.27	4404.27	4402.61	4403.02	209	0	27
2026.08.17	09:54:00	4403.01	4403.25	4401.94	4402.02	198	0	28
2026.08.17	09:55:00	4402.03	4402.13	4401.00	4401.94	189	0	27
2026.08.17	09:56:00	4401.98	4402.86	4401.97	4402.28	164	0	27
2026.08.17	09:57:00	4402.27	4402.89	4401.96	4402.66	180	0	26
2026.08.17	09:58:00	4402.52	4403.27	4402.42	4402.69	157	0	26
2026.08.17	09:59:00	4402.68	4403.16	4402.41	4402.99	199	0	27
2026.08.17	10:00:00	4403.02	4403.24	4401.90	4402.13	265	0	27
2026.08.17	10:01:00	4402.09	4404.05	4401.78	4403.03	242	0	24
2026.08.17	10:02:00	4403.04	4403.53	4402.00	4402.99	189	0	27
2026.08.17	10:03:00	4403.06	4403.50	4402.42	4403.15	226	0	28
2026.08.17	10:04:00	4403.10	4403.36	4401.29	4401.52	172	0	27
2026.08.17	10:05:00	4401.55	4402.85	4400.33	4401.11	227	0	27
2026.08.17	10:06:00	4401.06	4402.10	4400.18	4400.31	140	0	28
2026.08.17	10:07:00	4400.34	4400.45	4399.38	4399.96	145	0	27
2026.08.17	10:08:00	4399.94	4400.97	4399.53	4400.81	150	0	27
2026.08.17	10:09:00	4401.01	4401.31	4400.34	4400.34	154	0	28
2026.08.17	10:10:00	4400.35	4400.82	4399.64	4400.82	144	0	27
2026.08.17	10:11:00	4400.77	4401.30	4399.63	4399.63	171	0	27
2026.08.17	10:12:00	4399.62	4399.62	4398.02	4398.86	197	0	28
2026.08.17	10:13:00	4398.87	4399.03	4396.44	4396.73	231	0	27
2026.08.17	10:14:00	4396.75	4397.25	4396.00	4396.41	187	0	26
2026.08.17	10:15:00	4396.40	4397.86	4396.36	4397.33	178	0	28
2026.08.17	10:16:00	4397.32	4398.01	4397.10	4397.53	143	0	27
2026.08.17	10:17:00	4397.51	4397.88	4397.05	4397.41	148	0	27
2026.08.17	10:18:00	4397.40	4399.06	4397.02	4398.95	220	0	28
2026.08.17	10:19:00	4398.95	4399.09	4396.98	4397.47	197	0	24
2026.08.17	10:20:00	4397.48	4397.63	4396.40	4396.98	177	0	24
2026.08.17	10:21:00	4396.99	4397.41	4396.74	4396.88	144	0	28
2026.08.17	10:22:00	4397.03	4397.28	4396.34	4396.74	140	0	27
2026.08.17	10:23:00	4396.73	4397.62	4396.05	4397.03	175	0	28
2026.08.17	10:24:00	4397.03	4397.47	4396.30	4397.04	138	0	27
2026.08.17	10:25:00	4397.14	4398.79	4396.61	4397.00	205	0	27
2026.08.17	10:26:00	4396.87	4398.51	4396.56	4398.09	179	0	27
2026.08.17	10:27:00	4398.10	4400.01	4398.10	4399.69	144	0	26
2026.08.17	10:28:00	4399.75	4401.75	4399.12	4401.75	183	0	26
2026.08.17	10:29:00	4401.78	4405.08	4401.56	4404.82	261	0	24
2026.08.17	10:30:00	4404.83	4408.14	4404.81	4406.26	282	0	24
2026.08.17	10:31:00	4406.24	4406.63	4404.63	4406.31	264	0	26
2026.08.17	10:32:00	4406.32	4407.38	4406.07	4406.36	230	0	27
2026.08.17	10:33:00	4406.33	4407.33	4405.19	4405.19	271	0	27
2026.08.17	10:34:00	4405.25	4407.37	4405.25	4407.10	230	0	24
2026.08.17	10:35:00	4407.08	4408.84	4406.68	4406.96	216	0	26
2026.08.17	10:36:00	4406.98	4409.39	4406.66	4409.37	214	0	27
2026.08.17	10:37:00	4409.31	4411.29	4409.13	4410.41	275	0	26
2026.08.17	10:38:00	4410.39	4410.39	4407.15	4407.27	257	0	26
2026.08.17	10:39:00	4407.24	4407.74	4406.97	4407.53	169	0	26
2026.08.17	10:40:00	4407.57	4409.30	4407.19	4409.21	180	0	24
2026.08.17	10:41:00	4409.23	4409.58	4408.94	4409.34	186	0	26
2026.08.17	10:42:00	4409.33	4410.78	4409.31	4410.48	156	0	26
2026.08.17	10:43:00	4410.55	4410.86	4409.52	4409.64	134	0	27
2026.08.17	10:44:00	4409.65	4410.13	4409.17	4409.20	133	0	27
2026.08.17	10:45:00	4409.21	4409.41	4408.43	4408.77	135	0	26
2026.08.17	10:46:00	4408.78	4409.92	4408.77	4409.12	152	0	26
2026.08.17	10:47:00	4409.18	4409.81	4407.17	4408.38	180	0	27
2026.08.17	10:48:00	4408.40	4409.34	4407.77	4409.01	117	0	27
2026.08.17	10:49:00	4408.96	4409.19	4407.39	4407.48	155	0	27
2026.08.17	10:50:00	4407.23	4408.11	4407.23	4407.81	137	0	28
2026.08.17	10:51:00	4407.89	4408.20	4405.35	4405.50	178	0	27
2026.08.17	10:52:00	4405.49	4405.75	4403.88	4404.19	156	0	27
2026.08.17	10:53:00	4404.17	4404.84	4404.09	4404.67	151	0	26
2026.08.17	10:54:00	4404.68	4404.68	4403.51	4404.18	137	0	26
2026.08.17	10:55:00	4404.17	4405.96	4403.92	4405.57	158	0	24
2026.08.17	10:56:00	4405.56	4405.56	4404.67	4404.75	106	0	26
2026.08.17	10:57:00	4404.71	4405.51	4404.23	4404.72	129	0	27
2026.08.17	10:58:00	4404.73	4405.85	4404.30	4405.45	129	0	28
2026.08.17	10:59:00	4405.45	4405.54	4404.93	4405.16	133	0	28
2026.08.17	11:00:00	4405.14	4405.14	4402.06	4402.57	294	0	27
2026.08.17	11:01:00	4402.56	4403.18	4400.93	4401.76	244	0	24
2026.08.17	11:02:00	4401.57	4401.83	4400.36	4401.42	233	0	26
2026.08.17	11:03:00	4401.36	4401.36	4400.31	4400.38	182	0	27
2026.08.17	11:04:00	4400.40	4400.63	4399.62	4400.02	190	0	26
2026.08.17	11:05:00	4400.10	4400.48	4399.67	4399.67	187	0	26
2026.08.17	11:06:00	4399.68	4400.13	4397.52	4398.33	260	0	24
2026.08.17	11:07:00	4398.36	4399.13	4397.70	4399.03	174	0	28
2026.08.17	11:08:00	4399.01	4399.31	4398.47	4399.09	165	0	28
2026.08.17	11:09:00	4399.10	4400.19	4398.22	4399.64	109	0	26
2026.08.17	11:10:00	4399.63	4399.88	4398.38	4398.92	183	0	27
2026.08.17	11:11:00	4398.96	4400.37	4398.63	4400.35	131	0	28
2026.08.17	11:12:00	4400.36	4402.46	4400.36	4402.31	184	0	26
2026.08.17	11:13:00	4402.22	4402.53	4401.66	4402.47	112	0	26
2026.08.17	11:14:00	4402.38	4402.73	4401.69	4402.67	129	0	26
2026.08.17	11:15:00	4402.72	4403.73	4402.11	4403.37	189	0	27
2026.08.17	11:16:00	4403.31	4403.52	4402.22	4402.29	150	0	27
2026.08.17	11:17:00	4402.26	4402.49	4401.28	4401.43	100	0	27
2026.08.17	11:18:00	4401.48	4401.52	4400.79	4400.98	106	0	27
2026.08.17	11:19:00	4401.03	4401.81	4400.33	4401.12	140	0	27
2026.08.17	11:20:00	4401.07	4401.86	4400.35	4401.82	110	0	26
2026.08.17	11:21:00	4401.86	4402.27	4401.80	4402.12	94	0	26
2026.08.17	11:22:00	4402.17	4402.86	4401.93	4402.82	116	0	26
2026.08.17	11:23:00	4402.82	4403.04	4402.21	4402.21	160	0	26
2026.08.17	11:24:00	4402.23	4402.71	4401.68	4402.10	140	0	26
2026.08.17	11:25:00	4402.01	4402.82	4401.62	4402.51	136	0	27
2026.08.17	11:26:00	4402.49	4402.86	4401.91	4401.99	125	0	26
2026.08.17	11:27:00	4402.02	4402.36	4401.39	4402.33	109	0	24
2026.08.17	11:28:00	4402.30	4403.12	4402.16	4402.36	120	0	28
2026.08.17	11:29:00	4402.34	4402.34	4400.85	4401.72	124	0	27
2026.08.17	11:30:00	4401.76	4402.00	4400.43	4400.49	141	0	27
2026.08.17	11:31:00	4400.53	4401.34	4400.53	4400.95	108	0	27
2026.08.17	11:32:00	4400.94	4400.94	4399.73	4399.83	146	0	26
2026.08.17	11:33:00	4399.85	4400.12	4399.43	4399.84	103	0	28
2026.08.17	11:34:00	4399.80	4400.81	4399.54	4399.84	135	0	28
2026.08.17	11:35:00	4399.87	4400.31	4399.46	4399.82	124	0	27
2026.08.17	11:36:00	4399.82	4400.06	4398.97	4399.80	149	0	28
2026.08.17	11:37:00	4399.79	4401.50	4399.77	4401.36	113	0	26
2026.08.17	11:38:00	4401.37	4402.05	4400.96	4401.67	121	0	27
2026.08.17	11:39:00	4401.66	4401.70	4400.11	4401.18	136	0	24
2026.08.17	11:40:00	4401.26	4401.33	4398.66	4399.44	145	0	27
2026.08.17	11:41:00	4399.48	4399.68	4398.89	4398.89	108	0	28
2026.08.17	11:42:00	4398.79	4398.98	4397.68	4397.89	156	0	27
2026.08.17	11:43:00	4397.92	4398.13	4396.93	4397.10	112	0	28
2026.08.17	11:44:00	4397.15	4397.36	4395.90	4396.21	151	0	27
2026.08.17	11:45:00	4396.16	4396.17	4395.24	4395.94	95	0	27
2026.08.17	11:46:00	4395.91	4396.01	4394.87	4394.96	109	0	26
2026.08.17	11:47:00	4395.00	4396.76	4394.91	4396.14	156	0	28
2026.08.17	11:48:00	4396.16	4396.32	4395.37	4395.63	116	0	28
2026.08.17	11:49:00	4395.63	4395.71	4395.13	4395.51	150	0	28
2026.08.17	11:50:00	4395.59	4396.00	4394.50	4394.80	152	0	27
2026.08.17	11:51:00	4394.83	4395.27	4393.54	4393.94	138	0	28
2026.08.17	11:52:00	4393.95	4393.96	4393.04	4393.14	163	0	29
2026.08.17	11:53:00	4393.15	4393.61	4392.87	4393.17	136	0	29
2026.08.17	11:54:00	4393.12	4393.73	4393.09	4393.44	136	0	28
2026.08.17	11:55:00	4393.46	4393.69	4392.43	4392.86	140	0	24
2026.08.17	11:56:00	4392.91	4394.24	4392.91	4394.24	161	0	26
2026.08.17	11:57:00	4394.25	4394.74	4393.67	4394.63	137	0	27
2026.08.17	11:58:00	4394.66	4395.86	4394.27	4394.32	158	0	27
2026.08.17	11:59:00	4394.37	4394.86	4393.82	4394.86	135	0	28
2026.08.17	12:00:00	4395.17	4395.50	4393.74	4394.36	185	0	26
2026.08.17	12:01:00	4394.40	4395.41	4393.23	4394.88	169	0	26
2026.08.17	12:02:00	4394.85	4395.19	4394.39	4394.48	122	0	28
2026.08.17	12:03:00	4394.52	4395.25	4394.39	4394.86	138	0	28
2026.08.17	12:04:00	4394.92	4396.19	4394.69	4396.17	150	0	28
2026.08.17	12:05:00	4396.16	4396.27	4395.12	4396.08	151	0	27
2026.08.17	12:06:00	4396.06	4397.57	4396.06	4397.39	188	0	26
2026.08.17	12:07:00	4397.37	4397.41	4396.60	4397.22	132	0	27
2026.08.17	12:08:00	4396.91	4397.97	4396.91	4397.47	104	0	26
2026.08.17	12:09:00	4397.46	4399.63	4397.46	4399.46	155	0	26
2026.08.17	12:10:00	4399.45	4399.72	4398.94	4399.25	141	0	28
2026.08.17	12:11:00	4399.34	4400.44	4399.28	4400.20	133	0	28
2026.08.17	12:12:00	4400.17	4400.54	4399.35	4399.48	135	0	29
2026.08.17	12:13:00	4399.51	4399.92	4399.03	4399.20	111	0	27
2026.08.17	12:14:00	4399.22	4399.60	4398.76	4399.01	108	0	28
2026.08.17	12:15:00	4399.02	4399.92	4398.48	4399.40	163	0	28
2026.08.17	12:16:00	4399.35	4399.35	4397.08	4398.16	154	0	27
2026.08.17	12:17:00	4398.14	4398.51	4397.45	4398.11	122	0	28
2026.08.17	12:18:00	4398.14	4398.43	4397.73	4397.98	151	0	27
2026.08.17	12:19:00	4398.02	4398.54	4397.28	4398.30	111	0	27
2026.08.17	12:20:00	4398.31	4398.61	4398.00	4398.06	60	0	26
2026.08.17	12:21:00	4398.11	4398.33	4397.28	4398.03	104	0	28
2026.08.17	12:22:00	4398.01	4398.19	4397.24	4398.09	114	0	28
2026.08.17	12:23:00	4398.08	4398.08	4396.40	4397.65	109	0	27
2026.08.17	12:24:00	4397.64	4397.64	4396.20	4396.71	95	0	27
2026.08.17	12:25:00	4396.78	4397.83	4396.78	4397.52	135	0	24
2026.08.17	12:26:00	4397.45	4398.07	4396.87	4397.38	157	0	26
2026.08.17	12:27:00	4397.37	4397.84	4396.69	4396.69	194	0	26
2026.08.17	12:28:00	4396.49	4396.93	4395.54	4396.42	174	0	26
2026.08.17	12:29:00	4396.45	4397.99	4396.45	4396.75	211	0	26
2026.08.17	12:30:00	4396.80	4397.41	4395.31	4396.18	172	0	26
2026.08.17	12:31:00	4396.20	4396.21	4394.54	4395.16	185	0	24
2026.08.17	12:32:00	4395.31	4395.81	4394.37	4395.65	245	0	24
2026.08.17	12:33:00	4395.68	4396.56	4395.53	4396.35	184	0	26
2026.08.17	12:34:00	4396.29	4397.00	4395.72	4396.46	158	0	27
2026.08.17	12:35:00	4396.37	4396.55	4395.10	4396.29	145	0	27
2026.08.17	12:36:00	4396.27	4397.20	4396.08	4396.74	118	0	26
2026.08.17	12:37:00	4396.76	4396.82	4395.71	4396.01	108	0	26
2026.08.17	12:38:00	4396.02	4396.17	4395.17	4395.30	152	0	26
2026.08.17	12:39:00	4395.30	4395.80	4393.95	4394.56	171	0	24
2026.08.17	12:40:00	4394.60	4395.10	4393.65	4395.10	180	0	26
2026.08.17	12:41:00	4395.07	4396.13	4395.01	4396.04	148	0	27
2026.08.17	12:42:00	4396.05	4396.39	4395.89	4396.39	115	0	27
2026.08.17	12:43:00	4396.38	4396.38	4394.60	4394.88	122	0	27
2026.08.17	12:44:00	4394.93	4395.36	4394.07	4394.29	95	0	26
2026.08.17	12:45:00	4394.30	4395.13	4394.01	4395.03	126	0	28
2026.08.17	12:46:00	4395.01	4395.06	4392.62	4393.90	174	0	26
2026.08.17	12:47:00	4393.89	4394.12	4393.15	4394.03	128	0	26
2026.08.17	12:48:00	4394.12	4394.55	4393.93	4394.07	151	0	26
2026.08.17	12:49:00	4394.08	4395.29	4394.02	4395.21	165	0	26
2026.08.17	12:50:00	4395.31	4395.76	4395.08	4395.47	164	0	26
2026.08.17	12:51:00	4395.42	4395.88	4394.29	4395.35	192	0	24
2026.08.17	12:52:00	4395.32	4395.62	4392.87	4393.45	177	0	24
2026.08.17	12:53:00	4393.51	4394.30	4393.51	4394.07	98	0	26
2026.08.17	12:54:00	4394.04	4394.04	4393.12	4393.42	138	0	26
2026.08.17	12:55:00	4393.41	4393.96	4393.39	4393.61	120	0	28
2026.08.17	12:56:00	4393.64	4394.82	4393.55	4394.07	129	0	26
2026.08.17	12:57:00	4394.06	4394.79	4393.71	4393.73	105	0	26
2026.08.17	12:58:00	4393.74	4395.15	4393.51	4395.15	126	0	27
2026.08.17	12:59:00	4395.19	4395.52	4394.85	4395.48	106	0	26
2026.08.17	13:00:00	4395.59	4395.89	4394.69	4395.26	134	0	26
2026.08.17	13:01:00	4395.24	4395.58	4394.96	4395.01	89	0	26
2026.08.17	13:02:00	4394.94	4394.94	4393.10	4393.27	103	0	26
2026.08.17	13:03:00	4393.27	4393.91	4393.27	4393.86	66	0	26
2026.08.17	13:04:00	4393.87	4394.05	4393.63	4393.94	87	0	26
2026.08.17	13:05:00	4393.94	4395.55	4393.94	4395.55	112	0	24
2026.08.17	13:06:00	4395.59	4395.63	4394.30	4394.37	145	0	24
2026.08.17	13:07:00	4394.34	4396.14	4394.32	4396.14	130	0	26
2026.08.17	13:08:00	4396.12	4396.17	4395.10	4395.41	92	0	26
2026.08.17	13:09:00	4395.39	4395.69	4394.10	4394.11	119	0	27
2026.08.17	13:10:00	4394.03	4395.48	4393.86	4395.41	129	0	27
2026.08.17	13:11:00	4395.40	4395.46	4394.31	4394.68	154	0	28
2026.08.17	13:12:00	4394.63	4395.60	4394.59	4395.50	113	0	28
2026.08.17	13:13:00	4395.41	4396.37	4395.41	4395.75	140	0	27
2026.08.17	13:14:00	4395.72	4396.21	4395.15	4395.93	111	0	27
2026.08.17	13:15:00	4395.91	4397.15	4395.73	4397.15	129	0	26
2026.08.17	13:16:00	4397.18	4398.20	4396.56	4397.85	143	0	24
2026.08.17	13:17:00	4397.84	4398.03	4397.45	4397.78	126	0	26
2026.08.17	13:18:00	4397.76	4399.93	4396.32	4396.54	275	0	24
2026.08.17	13:19:00	4396.58	4396.58	4394.89	4395.89	112	0	26
2026.08.17	13:20:00	4395.91	4397.27	4395.83	4397.09	145	0	26
2026.08.17	13:21:00	4397.06	4397.06	4395.83	4395.87	119	0	26
2026.08.17	13:22:00	4395.90	4396.21	4395.63	4396.07	94	0	26
2026.08.17	13:23:00	4396.08	4396.10	4395.07	4395.58	94	0	26
2026.08.17	13:24:00	4395.65	4396.54	4395.65	4396.54	115	0	28
2026.08.17	13:25:00	4396.59	4396.88	4395.45	4395.51	113	0	27
2026.08.17	13:26:00	4395.50	4396.09	4391.90	4393.28	131	0	27
2026.08.17	13:27:00	4393.26	4393.28	4391.83	4392.33	149	0	26
2026.08.17	13:28:00	4392.45	4394.09	4392.18	4393.12	119	0	27
2026.08.17	13:29:00	4393.23	4405.55	4392.55	4405.14	333	0	24
2026.08.17	13:30:00	4405.01	4405.80	4399.73	4400.16	497	0	27
2026.08.17	13:31:00	4400.05	4402.05	4397.88	4401.86	361	0	26
2026.08.17	13:32:00	4401.82	4401.87	4398.38	4399.40	326	0	26
2026.08.17	13:33:00	4399.35	4399.35	4397.81	4398.74	227	0	26
2026.08.17	13:34:00	4398.82	4398.82	4397.07	4397.19	192	0	26
2026.08.17	13:35:00	4397.30	4398.30	4397.14	4397.70	232	0	27
2026.08.17	13:36:00	4397.71	4397.92	4396.48	4396.78	185	0	26
2026.08.17	13:37:00	4396.81	4397.04	4395.63	4396.80	166	0	24
2026.08.17	13:38:00	4396.78	4396.78	4395.75	4396.47	143	0	27
2026.08.17	13:39:00	4396.51	4397.09	4395.99	4396.02	163	0	24
2026.08.17	13:40:00	4396.06	4396.29	4395.44	4395.44	153	0	28
2026.08.17	13:41:00	4395.47	4398.59	4395.47	4398.39	148	0	26
2026.08.17	13:42:00	4398.41	4398.41	4397.80	4398.12	140	0	26
2026.08.17	13:43:00	4398.11	4398.63	4397.61	4397.78	144	0	27
2026.08.17	13:44:00	4397.84	4398.93	4397.76	4398.24	135	0	26
2026.08.17	13:45:00	4398.27	4398.67	4397.95	4398.44	94	0	27
2026.08.17	13:46:00	4398.44	4398.99	4398.29	4398.58	106	0	27
2026.08.17	13:47:00	4398.62	4398.83	4398.01	4398.22	132	0	26
2026.08.17	13:48:00	4397.93	4399.18	4397.84	4398.01	120	0	27
2026.08.17	13:49:00	4398.03	4398.03	4396.31	4396.95	137	0	24
2026.08.17	13:50:00	4396.96	4398.24	4396.57	4398.21	128	0	27
2026.08.17	13:51:00	4398.19	4398.57	4397.95	4398.10	108	0	28
2026.08.17	13:52:00	4398.07	4398.23	4397.61	4398.00	102	0	28
2026.08.17	13:53:00	4398.02	4398.16	4397.03	4397.16	112	0	28
2026.08.17	13:54:00	4397.14	4397.68	4396.93	4397.62	106	0	28
2026.08.17	13:55:00	4397.64	4398.71	4397.46	4397.68	154	0	27
2026.08.17	13:56:00	4397.66	4398.47	4397.08	4398.46	117	0	26
2026.08.17	13:57:00	4398.42	4399.48	4398.17	4398.95	128	0	26
2026.08.17	13:58:00	4398.82	4399.11	4398.25	4398.33	128	0	24
2026.08.17	13:59:00	4398.35	4399.50	4398.34	4398.98	176	0	26
2026.08.17	14:00:00	4399.01	4399.92	4397.96	4398.96	222	0	26
2026.08.17	14:01:00	4398.95	4399.41	4398.18	4398.77	190	0	27
2026.08.17	14:02:00	4398.81	4400.97	4398.64	4400.56	163	0	27
2026.08.17	14:03:00	4400.57	4402.07	4400.54	4401.20	163	0	27
2026.08.17	14:04:00	4401.19	4401.40	4400.27	4400.27	123	0	27
2026.08.17	14:05:00	4400.33	4401.40	4400.23	4400.47	109	0	27
2026.08.17	14:06:00	4400.45	4401.07	4400.20	4400.88	116	0	27
2026.08.17	14:07:00	4400.86	4401.66	4400.82	4401.65	143	0	26
2026.08.17	14:08:00	4401.64	4402.55	4401.19	4402.46	221	0	26
2026.08.17	14:09:00	4402.42	4403.88	4401.95	4402.01	210	0	26
2026.08.17	14:10:00	4402.04	4402.40	4401.60	4401.73	133	0	27
2026.08.17	14:11:00	4401.72	4402.17	4401.46	4401.72	155	0	28
2026.08.17	14:12:00	4401.76	4402.75	4401.48	4402.23	130	0	27
2026.08.17	14:13:00	4402.21	4402.21	4400.66	4400.94	142	0	26
2026.08.17	14:14:00	4400.95	4401.04	4399.63	4399.70	124	0	26
2026.08.17	14:15:00	4399.84	4400.03	4398.47	4398.85	151	0	27
2026.08.17	14:16:00	4399.00	4399.46	4398.43	4398.87	159	0	27
2026.08.17	14:17:00	4398.87	4399.14	4398.58	4398.58	110	0	24
2026.08.17	14:18:00	4398.57	4398.60	4397.05	4397.84	167	0	24
2026.08.17	14:19:00	4397.83	4398.41	4397.60	4398.26	94	0	27
2026.08.17	14:20:00	4398.58	4401.40	4398.54	4400.92	176	0	26
2026.08.17	14:21:00	4400.88	4403.09	4400.61	4402.58	170	0	26
2026.08.17	14:22:00	4402.59	4404.13	4402.20	4403.60	214	0	27
2026.08.17	14:23:00	4403.60	4403.89	4402.56	4402.62	135	0	27
2026.08.17	14:24:00	4402.62	4403.70	4402.21	4403.48	144	0	27
2026.08.17	14:25:00	4403.50	4404.00	4403.39	4403.65	137	0	27
2026.08.17	14:26:00	4403.64	4404.62	4403.52	4404.28	168	0	26
2026.08.17	14:27:00	4404.25	4404.48	4402.78	4403.88	149	0	26
2026.08.17	14:28:00	4403.84	4404.23	4403.34	4403.44	123	0	26
2026.08.17	14:29:00	4403.45	4404.62	4403.45	4403.57	132	0	26
2026.08.17	14:30:00	4403.65	4404.34	4403.31	4403.61	140	0	26
2026.08.17	14:31:00	4403.62	4403.71	4402.34	4402.73	127	0	27
2026.08.17	14:32:00	4402.76	4403.46	4402.62	4402.82	140	0	27
2026.08.17	14:33:00	4402.83	4404.83	4402.83	4403.84	186	0	26
2026.08.17	14:34:00	4403.80	4404.82	4403.45	4404.00	178	0	27
2026.08.17	14:35:00	4404.01	4404.29	4403.59	4403.71	117	0	27
2026.08.17	14:36:00	4403.73	4403.73	4402.72	4403.24	114	0	27
2026.08.17	14:37:00	4403.22	4403.63	4402.86	4402.86	98	0	27
2026.08.17	14:38:00	4402.87	4404.19	4402.72	4403.78	155	0	26
2026.08.17	14:39:00	4403.81	4404.75	4402.80	4402.80	166	0	27
2026.08.17	14:40:00	4402.78	4403.07	4401.38	4402.14	143	0	26
2026.08.17	14:41:00	4402.06	4402.63	4401.59	4401.66	137	0	26
2026.08.17	14:42:00	4401.69	4402.22	4400.87	4401.43	194	0	28
2026.08.17	14:43:00	4401.41	4401.51	4400.32	4400.42	170	0	27
2026.08.17	14:44:00	4400.43	4400.77	4399.11	4399.58	120	0	29
2026.08.17	14:45:00	4399.61	4400.44	4399.19	4400.15	126	0	28
2026.08.17	14:46:00	4400.20	4400.78	4399.15	4400.15	130	0	28
2026.08.17	14:47:00	4400.11	4400.17	4399.70	4399.84	99	0	28
2026.08.17	14:48:00	4399.86	4399.97	4399.02	4399.02	124	0	24
2026.08.17	14:49:00	4399.03	4399.03	4396.75	4396.95	162	0	24
2026.08.17	14:50:00	4396.98	4398.82	4396.64	4398.50	159	0	27
2026.08.17	14:51:00	4398.41	4398.53	4395.91	4396.32	128	0	24
2026.08.17	14:52:00	4396.23	4396.62	4395.37	4396.01	166	0	28
2026.08.17	14:53:00	4396.00	4396.42	4395.94	4396.40	113	0	27
2026.08.17	14:54:00	4396.36	4397.36	4396.21	4396.74	118	0	28
2026.08.17	14:55:00	4396.63	4397.52	4396.01	4396.35	158	0	27
2026.08.17	14:56:00	4396.34	4397.20	4396.06	4396.95	100	0	26
2026.08.17	14:57:00	4397.05	4397.45	4395.82	4396.92	84	0	26
2026.08.17	14:58:00	4396.93	4397.29	4396.61	4396.85	77	0	27
2026.08.17	14:59:00	4396.93	4397.03	4396.51	4396.69	76	0	26
2026.08.17	15:00:00	4396.63	4397.49	4395.78	4396.30	229	0	26
2026.08.17	15:01:00	4396.24	4396.41	4393.73	4394.01	249	0	26
2026.08.17	15:02:00	4394.04	4396.50	4394.04	4395.69	207	0	26
2026.08.17	15:03:00	4395.47	4396.15	4394.30	4396.15	185	0	24
2026.08.17	15:04:00	4396.06	4396.43	4393.91	4394.58	218	0	26
2026.08.17	15:05:00	4394.61	4394.91	4392.88	4394.30	188	0	27
2026.08.17	15:06:00	4394.44	4395.14	4394.28	4394.49	148	0	24
2026.08.17	15:07:00	4394.51	4394.90	4393.05	4393.91	144	0	24
2026.08.17	15:08:00	4393.93	4393.93	4392.29	4393.62	240	0	26
2026.08.17	15:09:00	4393.64	4393.65	4391.97	4392.49	213	0	26
2026.08.17	15:10:00	4392.51	4393.61	4391.49	4393.32	254	0	24
2026.08.17	15:11:00	4393.38	4394.62	4392.70	4393.36	205	0	26
2026.08.17	15:12:00	4393.37	4394.05	4393.05	4393.80	180	0	27
2026.08.17	15:13:00	4393.79	4394.09	4392.66	4393.68	212	0	26
2026.08.17	15:14:00	4393.73	4395.03	4393.63	4393.84	144	0	24
2026.08.17	15:15:00	4393.87	4395.54	4393.58	4394.02	190	0	24
2026.08.17	15:16:00	4394.00	4394.35	4393.23	4394.10	185	0	28
2026.08.17	15:17:00	4394.06	4394.48	4393.07	4394.48	173	0	26
2026.08.17	15:18:00	4394.45	4394.77	4393.42	4393.52	146	0	28
2026.08.17	15:19:00	4393.53	4394.72	4393.48	4394.70	150	0	28
2026.08.17	15:20:00	4394.67	4398.72	4394.26	4395.89	351	0	26
2026.08.17	15:21:00	4395.90	4396.17	4393.01	4393.45	192	0	26
2026.08.17	15:22:00	4393.49	4394.16	4392.69	4394.13	174	0	27
2026.08.17	15:23:00	4394.16	4395.23	4393.57	4393.64	197	0	26
2026.08.17	15:24:00	4393.61	4393.61	4391.99	4392.82	207	0	26
2026.08.17	15:25:00	4392.86	4393.55	4391.42	4391.78	246	0	24
2026.08.17	15:26:00	4391.80	4392.19	4382.22	4385.11	359	0	24
